name x y flux1 flux2 flux3 par rv
P01876 -12.454  19.022 1.54e-15 9.38e-16 5.04e-16   0.003    1.05
P02273 -12.433  19.735 4.14e-15 2.31e-15 1.13e-15   0.002    1.23
P04038 -12.384  20.559 2.90e-16 1.97e-16 1.23e-16   0.003    1.22
P02369 -12.292  19.733 3.83e-17 3.47e-17 2.56e-17   0.000    1.04
P02968 -12.263  20.900 1.92e-14 1.00e-14 4.61e-15   0.002    0.97
P03141 -12.219  19.847 7.34e-16 4.61e-16 2.93e-16   0.002    1.20
P00788 -11.838  19.910 5.86e-17 5.51e-17 3.88e-17   0.001    1.22
P00688 -11.853  19.754 6.31e-17 5.95e-17 4.03e-17   0.002    1.17
P01101 -11.842  20.598 1.55e-16 1.19e-16 8.74e-17   0.002    0.98
P03811 -11.917  17.870 2.27e-14 1.05e-14 5.22e-15   0.002    0.72
P02040 -11.823  19.812 7.91e-16 5.31e-16 2.93e-16   0.000    1.18
P03582 -11.761  18.807 6.21e-15 3.39e-15 1.67e-15   0.001    0.89
P02922 -11.713  19.233 3.43e-14 1.85e-14 7.87e-15   0.001    1.13
P02870 -11.707  19.356 2.60e-16 1.95e-16 1.29e-16   0.001    0.94
P02417 -11.706  19.667 1.57e-17 1.71e-17 1.41e-17  -0.001    0.93
P02915 -11.693  19.450 9.73e-17 8.28e-17 5.64e-17   0.002    0.95
P03166 -11.515  20.192 8.16e-13 5.73e-13 3.20e-13   0.002    0.93
P04226 -11.570  17.095 5.45e-15 2.94e-15 1.50e-15   0.001    0.59
P02626 -11.443  21.647 3.09e-17 3.28e-17 2.47e-17   0.002    0.62
P02331 -11.462  19.268 1.32e-17 1.50e-17 1.25e-17   0.003    0.81
P04371 -11.287  20.547 3.53e-16 2.67e-16 1.48e-16   0.002    1.01
P03885 -11.369  19.469 3.27e-16 2.42e-16 1.29e-16   0.001    0.74
P02488 -11.275  20.008 3.77e-16 2.87e-16 1.65e-16   0.002    1.05
P00739 -11.292  20.865 1.05e-15 7.03e-16 3.86e-16   0.001    0.80
P02489 -11.333  19.328 1.40e-17 1.56e-17 1.30e-17   0.003    0.82
P01223 -11.229  20.133 8.07e-16 5.18e-16 3.04e-16   0.002    1.01
P02458 -11.263  19.746 1.94e-16 1.41e-16 8.96e-17   0.003    1.01
P04061 -11.131  19.698 5.47e-15 2.99e-15 1.41e-15   0.001    1.01
P01644 -11.166  19.664 7.95e-13 6.20e-13 3.87e-13   0.002    0.97
P03234 -11.114  20.201 2.58e-16 2.01e-16 1.22e-16  -0.000    0.97
P04252 -11.051  19.799 2.30e-14 1.16e-14 5.44e-15   0.001    0.96
P03482 -11.027  20.259 8.03e-13 5.79e-13 4.09e-13   0.002    0.92
P03725 -11.115  19.689 1.28e-16 9.12e-17 5.92e-17   0.002    0.95
P02105 -11.024  20.091 1.40e-14 7.49e-15 3.43e-15   0.001    0.81
P04013 -11.023  19.667 1.06e-16 8.73e-17 5.61e-17   0.000    0.96
P03890 -11.061  20.396 2.89e-15 1.68e-15 8.99e-16   0.002    0.93
P03655 -10.964  19.380 1.33e-15 9.09e-16 4.61e-16   0.003    0.73
P02994 -10.849  19.667 4.72e-16 3.37e-16 2.08e-16   0.002    0.97
P02288 -10.858  18.330 1.80e-15 1.17e-15 5.68e-16  -0.000    0.54
P03469 -10.854  19.983 6.05e-17 5.28e-17 3.99e-17   0.002    0.90
P04092 -10.894  19.911 7.93e-13 6.07e-13 4.04e-13  -0.000    0.82
P01845 -10.875  19.564 7.13e-16 5.13e-16 2.88e-16   0.001    0.79
P00060 -10.816  19.457 2.56e-16 1.93e-16 1.17e-16   0.002    0.90
P03750 -10.768  19.458 1.72e-16 1.52e-16 8.60e-17   0.001    0.85
P03387 -10.903  19.554 1.26e-17 6.83e-18 2.82e-18   0.002    0.86
P00153 -10.528  20.414 9.37e-16 6.05e-16 3.21e-16   0.002    0.55
P03017 -10.700  19.349 1.01e-14 5.45e-15 2.62e-15   0.004    0.85
P04592 -10.785  19.937 1.85e-14 9.31e-15 4.28e-15   0.002    0.69
P02521 -10.576  19.837 1.76e-17 1.83e-17 1.55e-17  -0.000    0.61
P03058 -10.708  19.629 5.80e-16 3.92e-16 2.31e-16   0.002    0.61
P02976 -10.483  20.068 1.33e-17 1.57e-17 1.23e-17   0.003    0.54
P00290 -10.438  20.137 4.43e-13 2.27e-13 1.09e-13   0.000    0.43
P02358 -10.467  19.856 2.17e-16 1.56e-16 1.02e-16   0.000    0.50
P02411 -10.330  19.736 1.29e-17 1.45e-17 1.37e-17   0.001    0.58
P00909 -10.517  19.870 4.35e-17 4.08e-17 2.83e-17   0.002    0.73
P01787 -10.409  20.621 2.06e-17 2.50e-17 2.05e-17   0.002    0.47
P02440 -10.407  20.700 3.79e-14 1.94e-14 7.99e-15   0.003    0.58
P03588 -10.444  19.855 7.05e-13 4.39e-13 2.50e-13   0.002    0.54
P00054 -10.406  20.195 2.81e-15 1.52e-15 7.49e-16   0.001    0.67
P00167 -10.458  19.851 1.79e-15 1.31e-15 6.50e-16   0.001    0.52
P04660 -10.466  19.775 1.15e-14 6.06e-15 2.89e-15   0.002    0.62
P03639 -10.386  19.643 5.75e-17 5.02e-17 3.68e-17   0.000    0.47
P01847 -10.492  19.636 3.35e-14 1.57e-14 6.87e-15   0.000    0.51
P04441 -10.305  19.989 1.02e-17 1.11e-17 1.07e-17   0.001    0.55
P02530 -10.451  21.174 7.48e-17 6.07e-17 4.36e-17   0.004    0.51
P01428 -10.238  18.936 1.23e-15 7.46e-16 4.18e-16   0.001    0.61
P02875 -10.266  17.967 1.73e-17 1.87e-17 1.39e-17   0.002    0.39
P00774 -10.296  18.753 2.09e-17 2.18e-17 1.86e-17   0.001    0.37
P01152 -10.321  19.727 8.61e-16 5.39e-16 2.91e-16   0.002    0.44
P04368 -10.144  19.745 9.40e-15 5.11e-15 2.31e-15   0.002    0.42
P04654 -10.220  18.708 7.36e-13 4.50e-13 2.36e-13   0.000    0.42
P00684 -10.105  20.106 3.09e-14 1.39e-14 6.42e-15  -0.000    0.39
P01637 -10.224  19.723 1.80e-16 1.55e-16 9.56e-17   0.002    0.44
P01027 -10.108  19.576 1.20e-17 1.41e-17 1.21e-17   0.002    0.41
P01358 -10.158  20.067 6.41e-15 3.85e-15 1.74e-15   0.002    0.36
P01707 -10.288  19.762 2.46e-15 1.51e-15 7.54e-16   0.001    0.36
P00217 -10.230  19.587 3.95e-14 1.90e-14 8.47e-15   0.002    0.31
P00146 -10.191  19.665 2.03e-15 1.18e-15 6.36e-16   0.003    0.28
P02653 -10.095  19.976 1.44e-16 1.11e-16 7.73e-17   0.001    0.26
P01768 -10.138  19.456 8.68e-16 5.28e-16 2.99e-16   0.001    0.39
P02044  -9.975  19.643 9.21e-15 4.98e-15 2.37e-15   0.001    0.23
P04955 -10.068  20.044 1.76e-16 1.52e-16 9.69e-17   0.002    0.37
P03558 -10.060  19.645 1.02e-16 8.79e-17 5.22e-17   0.002    0.21
P03762 -10.062  19.836 4.89e-13 2.63e-13 1.23e-13   0.002    0.27
P01586 -10.098  19.443 9.71e-15 4.91e-15 2.32e-15   0.002    0.12
P04423  -9.956  19.462 6.66e-16 4.39e-16 2.62e-16   0.003    0.13
P02466 -10.029  19.842 1.28e-15 7.65e-16 4.30e-16   0.002    0.22
P02690 -10.078  19.688 7.00e-13 3.94e-13 2.37e-13   0.001    0.18
P01412  -9.949  19.500 3.53e-15 2.15e-15 1.12e-15   0.001    0.25
P00148  -9.980  19.870 5.28e-17 5.01e-17 3.46e-17  -0.000    0.26
P02336 -10.071  20.144 2.10e-17 9.49e-18 3.96e-18   0.002    0.05
P02593  -9.884  19.831 1.75e-14 8.20e-15 4.23e-15   0.002    0.08
P04800  -9.944  19.778 3.99e-17 3.61e-17 2.77e-17   0.001    0.19
P01015  -9.898  20.151 4.87e-16 3.35e-16 1.94e-16   0.004    0.20
P04197  -9.952  19.708 5.89e-15 3.22e-15 1.52e-15   0.002   -0.01
P04393  -9.938  20.377 4.64e-14 2.12e-14 1.01e-14  -0.001    0.26
P04102  -9.852  20.041 7.68e-15 4.46e-15 2.06e-15   0.002    0.16
P00024  -9.751  19.822 1.12e-17 1.39e-17 1.25e-17   0.002    0.12
P01682  -9.704  19.914 5.68e-17 5.35e-17 3.84e-17   0.001   -0.04
P03438  -9.633  18.776 2.54e-13 1.40e-13 6.43e-14   0.003    0.26
P05073  -9.757  18.885 1.26e-14 7.03e-15 3.09e-15   0.000    0.25
P00050  -9.945  19.148 4.42e-15 2.62e-15 1.18e-15   0.000    0.17
P03285  -9.719  20.014 2.43e-16 1.89e-16 1.15e-16   0.002    0.09
P03120  -9.717  20.109 3.26e-13 1.50e-13 6.84e-14   0.002   -0.06
P05142  -9.723  19.657 3.21e-17 3.23e-17 2.43e-17   0.002   -0.04
P00134  -9.811  18.710 1.58e-16 1.30e-16 8.97e-17   0.000   -0.13
P02457  -9.627  19.804 1.11e-16 9.79e-17 6.73e-17   0.002   -0.10
P00116  -9.744  19.317 3.16e-17 2.71e-17 2.14e-17   0.002    0.03
P00318  -9.680  19.642 7.11e-13 4.35e-13 2.17e-13   0.002   -0.09
P00410  -9.615  19.339 1.06e-14 6.02e-15 2.59e-15   0.001    0.01
P02467  -9.649  20.188 6.85e-16 4.34e-16 2.55e-16   0.000    0.05
P01813  -9.416  19.458 1.65e-13 3.17e-13 4.16e-13   0.002   -0.15
P00832  -9.476  19.770 7.38e-13 4.80e-13 2.66e-13   0.000   -0.19
P04241  -9.373  19.773 2.06e-15 1.25e-15 6.48e-16   0.002    0.00
P03075  -9.525  20.579 2.71e-17 2.85e-17 2.31e-17   0.002    0.10
P01659  -9.448  19.112 4.98e-17 4.21e-17 3.07e-17   0.001    0.06
P00093  -9.454  16.955 5.71e-13 3.44e-13 1.85e-13   0.002    0.32
P02865  -9.377  19.999 1.03e-17 1.21e-17 1.12e-17   0.002   -0.15
P04311  -9.418  19.264 1.64e-17 1.65e-17 1.48e-17  -0.000    0.05
P00841  -9.444  19.443 2.62e-17 2.78e-17 2.27e-17   0.000   -0.15
P00278  -9.306  19.261 2.98e-14 1.54e-14 6.36e-15   0.000   -0.13
P02517  -9.278  20.360 4.14e-14 1.91e-14 7.97e-15   0.002   -0.00
P01162  -9.326  19.214 1.09e-15 7.55e-16 3.66e-16   0.002   -0.06
P01741  -9.172  19.500 2.32e-16 1.65e-16 1.04e-16   0.002   -0.14
P00655  -9.104  18.677 4.06e-15 2.24e-15 1.18e-15   0.002    0.06
P02038  -8.887  20.476 8.27e-17 7.46e-17 5.12e-17   0.002   -0.04
P01666  -9.041  19.590 1.21e-15 7.00e-16 4.12e-16   0.003   -0.27
P02444  -8.933  19.555 2.13e-14 1.03e-14 4.83e-15   0.002   -0.24
P00246  -9.018  17.803 1.03e-17 1.22e-17 1.03e-17   0.001    0.15
P01879  -8.644  17.996 1.92e-16 1.48e-16 8.77e-17   0.001    0.12
P03842  -8.644  18.886 3.99e-17 4.05e-17 2.97e-17   0.001   -0.11
P00789  -8.675  18.736 1.98e-16 1.33e-16 8.72e-17   0.001   -0.28
P00784  -8.559  19.671 6.02e-16 4.34e-16 2.48e-16   0.001   -0.38
P01338  -8.507  19.628 1.98e-16 1.61e-16 1.00e-16   0.001   -0.37
P04360  -8.666  20.989 4.69e-11 2.79e-11 1.44e-11   0.014    0.27
P00952  -8.475  17.028 3.68e-15 2.23e-15 9.35e-16   0.002    0.15
P03540  -8.453  19.545 1.77e-15 1.07e-15 5.61e-16   0.001   -0.44
P03674  -8.610  18.675 2.51e-13 1.32e-13 5.80e-14  -0.000    0.01
P01104  -8.370  19.976 5.35e-17 5.34e-17 3.97e-17   0.001   -0.30
P04908  -8.222  19.368 2.13e-15 1.16e-15 6.11e-16   0.001   -0.29
P02150  -8.116  20.796 4.76e-16 3.70e-16 2.12e-16  -0.001   -0.12
P01513  -8.001  20.911 5.14e-17 4.56e-17 3.42e-17   0.001   -0.34
P02270  -7.954  20.257 1.19e-14 6.50e-15 2.84e-15   0.002   -0.30
P02787  -8.011  18.817 3.95e-17 3.46e-17 2.48e-17   0.002   -0.22
P04454  -7.894  19.305 1.88e-16 1.55e-16 1.02e-16   0.001   -0.35
P02212  -8.003  19.439 4.96e-14 1.38e-13 2.43e-13   0.003   -0.31
P01036  -7.904  19.719 4.42e-13 5.55e-13 5.42e-13   0.001   -0.50
P03381  -7.820  19.048 1.17e-14 5.50e-15 2.76e-15   0.001   -0.32
P01029  -7.898  19.294 2.14e-15 1.22e-15 6.33e-16   0.001   -0.50
P04093  -7.784  19.515 2.06e-16 1.75e-16 1.03e-16   0.002   -0.48
P00749  -7.699  19.660 7.37e-13 5.00e-13 2.77e-13   0.002   -0.47
P00944  -7.664  18.033 3.06e-17 2.88e-17 2.22e-17   0.000   -0.23
P02381  -7.600  18.463 1.32e-17 1.38e-17 1.24e-17   0.001   -0.13
P04152  -7.530  18.969 1.12e-17 1.30e-17 1.08e-17   0.002   -0.27
P00301  -7.595  19.105 1.60e-17 1.68e-17 1.49e-17   0.001   -0.51
P01608  -7.320  20.549 6.16e-17 5.78e-17 4.03e-17   0.001   -0.40
P02000  -7.209  19.947 6.90e-13 6.78e-13 4.58e-13   0.000   -0.49
P03471  -7.230  19.153 5.98e-13 3.23e-13 1.70e-13   0.002   -0.50
P04055  -6.985  20.137 2.10e-15 1.15e-15 6.10e-16   0.002   -0.50
P01991  -6.925  18.064 8.80e-16 5.64e-16 2.91e-16   0.002   -0.19
P00807  -6.855  19.812 2.34e-16 1.87e-16 1.17e-16   0.003   -0.56
P01746  -6.866  19.425 6.69e-16 4.57e-16 2.73e-16   0.003   -0.58
P03621  -6.916  20.084 6.84e-16 4.97e-16 2.75e-16   0.002   -0.46
P03102  -6.805  20.937 1.21e-16 9.33e-17 7.40e-17   0.001   -0.29
P03156  -6.587  21.120 1.73e-14 8.81e-15 3.96e-15   0.002   -0.41
P00361  -6.797  19.988 5.36e-13 3.10e-13 1.50e-13   0.000   -0.59
P00149  -6.716  19.551 9.82e-16 6.05e-16 3.32e-16   0.004   -0.59
P03210  -6.606  19.041 1.43e-14 7.31e-15 3.39e-15   0.002   -0.49
P00416  -6.417  21.372 2.46e-16 1.89e-16 1.14e-16   0.000   -0.28
P04863  -6.326  21.468 3.26e-14 1.60e-14 7.67e-15  -0.000   -0.31
P01808  -6.102  19.234 4.24e-17 3.98e-17 2.96e-17  -0.000   -0.66
P01269  -6.043  20.101 8.21e-17 7.36e-17 5.13e-17   0.001   -0.60
P02632  -5.823  19.879 9.25e-17 7.88e-17 5.38e-17   0.000   -0.66
P01485  -5.642  18.034 3.00e-15 1.77e-15 8.98e-16   0.001   -0.48
P02923  -5.478  18.063 3.11e-17 2.92e-17 2.26e-17   0.003   -0.49
P01037  -5.286  20.865 7.46e-13 7.52e-13 5.53e-13   0.001   -0.50
P01827  -4.925  20.111 1.57e-15 9.96e-16 5.33e-16   0.001   -0.68
P04611  -4.749  19.922 8.81e-17 8.01e-17 5.26e-17  -0.000   -0.70
P04739  -4.522  19.802 4.16e-17 4.04e-17 3.10e-17   0.001   -0.69
P03753  -4.632  20.406 2.11e-16 1.88e-16 1.22e-16   0.001   -0.70
P01264  -4.427  20.533 1.10e-15 7.98e-16 4.47e-16   0.000   -0.59
P01442  -3.495  22.067 1.52e-17 1.72e-17 1.41e-17   0.001   -0.44
P02018  -2.212  19.503 1.98e-15 1.22e-15 5.81e-16   0.000   -0.80
P03041  -1.911  17.159 1.63e-14 7.58e-15 3.27e-15   0.001   -0.54
P04003  -1.069  18.497 4.83e-17 4.51e-17 3.38e-17   0.004   -0.70
P02608  -0.842  19.131 3.39e-16 2.25e-16 1.42e-16  -0.000   -0.85
P04752  -0.185  15.910 4.80e-15 4.21e-15 3.18e-15   0.011    0.33
P04330  -0.031  15.064 2.44e-14 1.19e-14 5.50e-15   0.001   -0.24
