name x y flux0 flux1 flux2 width rv
F04859  11.333  14.289 2.90e-17 1.42e-17 1.23e-17 13.36 1975.91
F04870  11.344  14.256 2.16e-17 1.15e-17 8.73e-18 14.20 1975.81
F04855  11.378  14.200 3.67e-17 1.63e-17 1.27e-17 17.26 1975.92
F04872  11.387  14.245 2.34e-17 1.60e-17 1.05e-17 16.61 1975.65
F04868  11.425  14.397 2.60e-17 2.40e-17 1.33e-17 18.22 1975.75
F03769  13.031  13.322 6.90e-17 3.34e-17 2.59e-17 30.72 1181.99
F03759  13.301  12.345 2.02e-17 1.39e-17 9.06e-18 31.94 1182.09
F03766  13.354  13.134 5.66e-17 3.32e-17 2.26e-17 31.06 1182.18
F03774  13.359  12.796 5.76e-17 4.28e-17 3.15e-17 29.75 1182.31
F03778  13.439  12.957 5.72e-17 3.78e-17 3.11e-17 36.39 1181.98
F03772  13.441  13.063 6.92e-17 7.04e-17 2.90e-17 30.47 1182.28
F03780  13.458  12.852 1.32e-17 1.24e-17 6.45e-18 23.54 1182.16
F03757  13.484  13.027 4.13e-17 2.86e-17 2.28e-17 23.55 1182.26
F03768  13.485  12.993 4.74e-17 3.96e-17 3.36e-17 30.67 1181.96
F03784  13.499  13.047 4.72e-17 3.81e-17 2.29e-17 33.94 1182.32
F03770  13.503  13.011 2.28e-17 1.66e-17 1.25e-17 29.49 1182.16
F03777  13.504  13.047 4.44e-17 2.62e-17 2.32e-17 24.73 1182.10
F03781  13.506  13.011 5.30e-17 4.82e-17 3.53e-17 32.37 1181.94
F03758  13.511  13.056 6.99e-17 5.16e-17 3.54e-17 35.30 1182.04
F03760  13.512  13.027 3.64e-17 2.26e-17 1.48e-17 34.93 1182.33
F03762  13.514  12.954 6.14e-17 5.30e-17 2.85e-17 32.24 1182.05
F03779  13.516  13.034 8.11e-17 7.59e-17 3.95e-17 33.92 1182.30
F03767  13.524  12.968 7.47e-17 5.01e-17 3.60e-17 21.99 1182.30
F03764  13.534  13.026 2.86e-17 2.12e-17 1.62e-17 27.78 1182.22
F03773  13.539  13.002 3.63e-17 2.43e-17 1.71e-17 29.73 1182.12
F03771  13.542  13.101 1.11e-16 6.22e-17 4.69e-17 27.79 1181.89
F03761  13.544  12.637 3.22e-17 2.96e-17 1.67e-17 20.87 1182.19
F03775  13.546  13.186 2.31e-17 1.99e-17 1.15e-17 33.30 1182.20
F03782  13.583  13.132 6.90e-17 4.90e-17 2.43e-17 31.61 1182.00
F03776  13.633  12.996 6.14e-17 3.22e-17 2.55e-17 26.91 1182.14
F03785  13.677  13.099 3.60e-17 2.41e-17 1.44e-17 33.49 1182.09
F03783  13.745  12.589 2.95e-17 2.33e-17 1.59e-17 32.00 1182.09
F03765  13.853  13.054 3.78e-17 3.10e-17 1.74e-17 22.22 1182.19
