name x y flux0 flux1 flux2 width rv
F06611  39.763  26.946 1.45e-17 1.16e-17 7.03e-18 18.79 2005.55
F06621  39.838  27.063 2.24e-17 1.88e-17 1.34e-17 15.81 2005.51
F02079  41.207  22.391 6.57e-17 5.39e-17 4.05e-17 72.03  535.74
F02102  41.333  22.805 1.39e-16 9.94e-17 6.18e-17 65.47  535.55
F02083  41.520  22.707 1.49e-16 1.20e-16 1.04e-16 65.58  535.78
F02099  41.531  22.596 3.68e-16 2.59e-16 1.96e-16 51.07  535.85
F02076  41.532  22.744 1.12e-16 8.27e-17 4.65e-17 67.03  535.63
F02103  41.558  22.857 3.94e-16 2.57e-16 1.84e-16 68.70  535.78
F02089  41.605  22.749 2.20e-16 1.68e-16 8.45e-17 60.47  535.80
F02096  41.619  22.779 4.40e-16 2.87e-16 2.15e-16 58.10  535.83
F02092  41.630  23.022 2.51e-16 1.84e-16 1.80e-16 53.22  535.82
F02075  41.643  22.714 3.38e-16 2.65e-16 1.94e-16 64.45  535.57
F02098  41.645  22.798 2.23e-16 1.97e-16 1.28e-16 55.48  535.81
F02090  41.647  22.789 3.65e-16 2.87e-16 1.52e-16 47.34  535.76
F02085  41.647  22.792 1.87e-16 1.05e-16 7.09e-17 57.55  535.71
F02100  41.647  22.791 3.07e-16 2.24e-16 1.49e-16 68.85  535.74
F02081  41.648  22.786 2.63e-16 1.73e-16 1.24e-16 50.18  535.58
F02104  41.649  22.370 3.06e-16 2.72e-16 1.57e-16 54.64  535.86
F02101  41.656  22.778 2.59e-16 1.73e-16 1.30e-16 83.63  535.72
F02084  41.657  22.886 3.18e-16 2.30e-16 1.48e-16 76.69  535.82
F02093  41.664  22.950 2.42e-16 1.95e-16 1.26e-16 64.14  535.71
F02078  41.666  22.690 2.19e-16 1.73e-16 1.04e-16 56.38  535.84
F02095  41.682  22.743 2.95e-16 2.40e-16 1.58e-16 64.87  535.77
F02086  41.693  22.824 3.59e-16 2.61e-16 1.80e-16 69.23  535.57
F02091  41.694  22.716 2.80e-16 2.53e-16 1.41e-16 70.71  535.74
F02087  41.694  22.810 1.23e-16 9.72e-17 5.60e-17 68.46  535.63
F02097  41.698  22.770 1.22e-16 8.04e-17 5.37e-17 54.30  535.74
F02094  41.698  22.887 2.02e-16 1.17e-16 9.30e-17 59.09  535.63
F02105  41.772  22.878 1.39e-16 1.04e-16 7.71e-17 54.48  535.68
F02088  41.779  22.742 1.66e-16 1.21e-16 7.09e-17 69.49  535.69
F02077  41.812  22.686 2.54e-16 1.83e-16 1.10e-16 68.17  535.65
F02082  41.842  23.001 2.65e-16 2.11e-16 1.41e-16 67.71  535.77
F02080  41.845  22.893 2.60e-16 1.79e-16 1.47e-16 57.01  535.74
