name x y flux0 flux1 flux2 width rv
F00757  32.626  15.130 1.58e-16 9.81e-17 9.51e-17 45.93  783.98
F01286  41.030  28.326 7.16e-17 5.62e-17 3.69e-17 42.86  868.18
F01278  41.086  28.850 1.18e-16 8.47e-17 5.92e-17 39.44  868.03
F01277  41.092  29.370 1.96e-16 1.09e-16 8.64e-17 50.46  868.24
F01284  41.152  29.070 1.76e-16 1.36e-16 7.33e-17 51.43  868.17
F01287  41.174  28.976 1.36e-16 9.93e-17 5.89e-17 42.03  868.15
F01296  41.198  28.988 8.32e-17 5.67e-17 4.28e-17 50.33  868.25
F01279  41.198  29.001 1.27e-16 7.72e-17 7.13e-17 39.59  868.28
F01289  41.203  28.988 1.31e-16 8.65e-17 6.01e-17 44.32  868.33
F01273  41.204  28.917 8.99e-17 7.31e-17 5.17e-17 40.79  868.29
F01288  41.214  28.976 7.59e-17 4.74e-17 3.83e-17 32.10  868.24
F01283  41.217  29.067 1.08e-16 8.16e-17 4.32e-17 39.36  868.21
F01275  41.218  28.973 5.69e-17 4.37e-17 2.79e-17 42.63  868.27
F01280  41.226  28.993 1.13e-16 8.74e-17 5.00e-17 34.84  868.19
F01272  41.227  29.049 1.21e-16 6.10e-17 4.63e-17 32.80  868.05
F01295  41.232  29.045 4.98e-17 4.11e-17 2.13e-17 35.77  868.12
F01276  41.234  28.943 1.02e-16 9.35e-17 5.58e-17 43.62  868.22
F01274  41.261  28.926 1.10e-16 7.99e-17 5.95e-17 45.40  868.26
F01292  41.277  28.980 8.62e-17 5.11e-17 4.26e-17 48.86  868.02
F01294  41.290  29.006 9.38e-17 7.31e-17 3.43e-17 42.25  868.11
F01282  41.306  28.942 6.60e-17 4.61e-17 3.57e-17 42.25  868.07
F01281  41.311  29.354 8.74e-17 6.27e-17 3.92e-17 40.01  868.20
F01293  41.313  28.926 2.10e-17 1.41e-17 1.11e-17 47.19  868.27
F01290  41.322  29.040 7.24e-17 4.47e-17 3.91e-17 32.34  868.15
F01297  41.325  29.118 1.30e-16 7.43e-17 5.60e-17 46.21  868.09
F01285  41.517  29.252 5.26e-17 4.93e-17 3.27e-17 41.29  868.22
F01291  42.115  29.329 9.30e-17 5.96e-17 4.13e-17 35.23  867.98
