name x y flux0 flux1 flux2 width rv
F03007  26.394  38.412 1.60e-17 1.12e-17 6.33e-18 19.52 2008.94
F03004  26.394  38.538 2.11e-17 1.60e-17 1.18e-17 19.57 2008.89
F02986  26.413  38.501 1.52e-17 1.11e-17 8.07e-18 18.16 2008.92
F02997  26.437  38.458 1.95e-17 1.33e-17 9.18e-18 14.80 2008.96
F02998  26.437  38.492 1.75e-17 1.57e-17 9.87e-18 20.69 2009.03
F03010  26.444  38.548 1.55e-17 1.27e-17 8.01e-18 11.84 2009.00
F02985  26.470  38.495 1.46e-17 1.20e-17 6.60e-18 16.91 2009.10
F03001  26.472  38.311 2.57e-17 1.84e-17 1.04e-17 19.37 2008.95
F02999  26.477  38.495 1.46e-17 1.02e-17 6.26e-18 11.72 2008.92
F03011  26.481  38.473 3.09e-17 2.04e-17 1.51e-17 18.82 2008.81
F02990  26.484  38.489 2.40e-17 1.57e-17 9.44e-18 16.91 2008.98
F03005  26.484  38.490 2.69e-17 2.14e-17 1.41e-17 17.70 2009.00
F02991  26.505  38.133 2.39e-17 1.50e-17 1.15e-17 15.07 2008.84
F03006  26.529  38.575 1.27e-17 1.04e-17 6.89e-18 18.60 2009.02
F02996  26.581  38.519 1.42e-17 1.04e-17 6.82e-18 19.15 2008.85
F02989  26.581  38.576 1.65e-17 1.21e-17 8.04e-18 17.86 2008.93
F02995  26.591  38.419 1.65e-17 1.32e-17 8.69e-18 16.13 2008.76
F02988  26.753  38.568 1.66e-17 1.13e-17 7.71e-18 14.90 2008.94
F03388  29.764  31.756 1.97e-16 1.13e-16 7.67e-17 60.10  625.99
F03386  29.808  32.113 1.81e-16 1.38e-16 9.65e-17 65.31  626.11
