name x y flux0 flux1 flux2 width rv
F00625  35.625  -1.747 4.51e-16 2.61e-16 2.13e-16 73.86  464.52
F00624  35.736  -1.696 7.45e-17 5.86e-17 3.75e-17 95.70  464.54
F00644  35.782  -1.928 2.86e-16 2.46e-16 2.30e-16 74.13  464.65
F00627  35.788  -1.922 4.73e-16 2.99e-16 1.61e-16 81.05  464.47
F00621  35.788  -1.949 1.85e-16 1.31e-16 9.37e-17 64.00  464.43
F00630  35.798  -1.959 2.95e-16 2.14e-16 1.83e-16 69.42  464.37
F00633  35.817  -1.910 7.96e-17 5.42e-17 3.39e-17 68.65  464.45
F00637  35.852  -1.984 3.84e-16 2.23e-16 1.47e-16 82.35  464.57
F00628  35.856  -1.988 1.63e-16 1.37e-16 8.62e-17 76.08  464.51
F00639  35.903  -1.594 5.72e-16 2.94e-16 2.45e-16 69.80  464.49
F00623  35.912  -2.333 2.70e-16 1.83e-16 1.32e-16 77.62  464.46
F00632  35.945  -2.323 3.08e-16 2.24e-16 9.94e-17 70.34  464.35
F00629  35.953  -2.686 2.43e-16 1.46e-16 1.26e-16 70.20  464.35
F00643  36.020  -2.072 3.26e-16 3.41e-16 1.92e-16 72.02  464.45
F00631  36.239  -0.385 2.43e-16 1.64e-16 1.19e-16 62.13  464.39
F00634  36.549  -2.217 2.08e-16 1.88e-16 1.14e-16 70.85  464.45
F00272  37.548  -7.698 9.94e-17 5.32e-17 4.07e-17 31.25 1199.65
F00271  37.650  -7.172 7.86e-17 4.86e-17 3.76e-17 26.55 1199.73
F00264  37.689  -7.527 3.26e-17 2.62e-17 1.83e-17 29.30 1199.51
F00280  37.719  -7.356 5.39e-17 4.09e-17 2.72e-17 29.43 1199.72
F00265  37.746  -7.491 9.21e-17 7.20e-17 5.41e-17 25.95 1199.68
F00254  37.800  -7.522 4.90e-17 3.83e-17 2.02e-17 31.56 1199.70
F00261  37.801  -7.566 1.27e-17 1.22e-17 6.85e-18 24.49 1199.49
F00262  37.801  -7.673 6.28e-17 4.74e-17 2.57e-17 31.22 1199.63
F00263  37.820  -7.535 3.72e-17 2.19e-17 1.39e-17 31.14 1199.87
F00277  37.822  -7.534 6.15e-17 5.18e-17 2.40e-17 26.87 1199.73
F00275  37.826  -7.545 3.92e-17 2.89e-17 2.23e-17 32.05 1199.38
F00276  37.828  -7.538 6.02e-17 4.85e-17 3.07e-17 35.27 1199.82
F00248  37.832  -7.504 3.31e-17 2.96e-17 2.03e-17 24.09 1199.77
F00268  37.832  -7.441 3.50e-17 2.19e-17 1.63e-17 25.36 1199.49
F00258  37.833  -7.566 7.33e-17 4.79e-17 2.98e-17 23.65 1199.75
F00266  37.843  -7.517 6.40e-17 3.97e-17 2.18e-17 25.90 1199.88
F00274  37.847  -7.530 5.03e-17 5.16e-17 2.65e-17 33.28 1199.79
F00250  37.847  -7.533 5.67e-17 3.65e-17 3.23e-17 30.93 1199.71
F00273  37.848  -7.538 9.15e-17 5.76e-17 3.30e-17 28.99 1199.72
F00253  37.852  -7.562 2.87e-17 1.94e-17 1.55e-17 26.27 1199.55
F00249  37.853  -7.602 6.24e-17 3.87e-17 2.87e-17 23.36 1199.84
F00255  37.861  -7.532 6.08e-17 3.98e-17 3.48e-17 33.82 1199.52
F00259  37.866  -7.990 1.01e-17 1.11e-17 4.96e-18 26.06 1199.64
F00260  37.869  -7.551 1.94e-17 1.27e-17 9.76e-18 32.89 1199.69
F00279  37.879  -7.513 7.46e-17 5.70e-17 2.59e-17 31.92 1199.64
F00270  37.883  -7.478 5.98e-17 3.83e-17 2.55e-17 24.96 1199.68
F00269  37.884  -7.470 3.05e-17 2.26e-17 1.47e-17 20.91 1199.76
F00257  37.900  -7.516 4.59e-17 3.12e-17 1.99e-17 28.77 1199.59
F00256  37.902  -7.579 4.08e-17 2.28e-17 1.66e-17 36.32 1199.75
F00252  37.933  -7.683 4.14e-17 3.39e-17 1.92e-17 33.60 1199.54
F00267  37.942  -7.745 4.94e-17 4.01e-17 3.31e-17 40.43 1199.68
F00278  38.045  -7.727 5.95e-17 5.88e-17 3.45e-17 25.96 1199.73
F00281  38.073  -7.911 5.51e-17 3.54e-17 2.43e-17 23.93 1199.72
F00251  38.217  -7.626 4.51e-17 4.43e-17 2.71e-17 27.46 1199.66
F05898  42.740  -6.514 2.40e-17 1.39e-17 1.27e-17 18.42 1988.61
F05900  42.740  -6.290 2.93e-17 2.75e-17 1.69e-17 16.30 1988.74
F05909  42.764  -6.284 2.46e-17 1.11e-17 6.35e-18 24.70 1988.87
F05913  42.771  -6.133 2.96e-17 1.82e-17 1.29e-17 16.96 1988.70
F05912  42.775  -6.420 2.54e-17 2.12e-17 1.01e-17 13.25 1988.41
F05914  42.779  -6.320 2.57e-17 2.55e-17 1.47e-17 14.26 1988.67
F05908  42.782  -6.296 2.03e-17 1.53e-17 5.48e-18 11.73 1988.59
F05897  42.789  -6.335 1.75e-17 1.49e-17 8.99e-18 19.08 1988.60
F05899  42.798  -6.322 1.69e-17 1.79e-17 1.03e-17 24.11 1988.73
F05910  42.801  -6.515 1.43e-17 1.46e-17 8.01e-18 16.72 1988.75
F05907  42.809  -6.347 1.81e-17 1.34e-17 8.32e-18 11.06 1988.71
F05906  42.814  -6.332 1.86e-17 1.17e-17 6.23e-18 19.86 1988.71
F05918  42.819  -6.638 1.90e-17 1.21e-17 6.74e-18 19.96 1988.82
F05905  42.861  -6.138 2.16e-17 1.58e-17 1.33e-17 16.63 1988.68
F05902  42.864  -6.326 2.25e-17 1.43e-17 1.08e-17 15.43 1988.65
F05901  42.870  -6.445 3.66e-17 1.87e-17 1.30e-17 18.62 1988.70
F00484  43.014  -9.610 1.97e-17 1.23e-17 9.95e-18 15.65 2213.28
F00468  43.029  -9.507 1.55e-17 1.40e-17 6.79e-18 15.83 2213.34
F00459  43.036  -9.484 1.56e-17 1.22e-17 1.08e-17 13.66 2213.44
F00470  43.057  -9.508 2.36e-17 1.72e-17 1.31e-17 16.36 2213.21
F00464  43.092  -9.584 1.44e-17 1.11e-17 7.04e-18 15.03 2213.44
F00472  43.092  -9.483 1.86e-17 1.50e-17 1.01e-17 17.56 2213.39
F00483  43.096  -9.589 1.27e-17 1.01e-17 8.37e-18 11.33 2213.18
F00477  43.101  -9.614 1.91e-17 1.13e-17 9.04e-18 13.30 2213.37
F00460  43.106  -9.585 1.93e-17 1.44e-17 1.20e-17 14.26 2213.25
F00488  43.111  -9.568 2.56e-17 1.36e-17 6.92e-18 17.22 2213.29
F00462  43.111  -9.601 2.43e-17 1.66e-17 9.15e-18 19.54 2213.36
F00485  43.117  -9.586 2.34e-17 1.95e-17 1.24e-17 23.64 2213.45
F00471  43.121  -9.604 1.77e-17 1.87e-17 1.02e-17 18.67 2213.21
F00492  43.125  -9.581 1.86e-17 1.16e-17 5.89e-18 14.64 2213.27
F00466  43.126  -9.532 1.81e-17 1.29e-17 7.22e-18 16.97 2213.32
F00490  43.132  -9.590 1.45e-17 1.22e-17 6.47e-18 19.46 2213.29
F00486  43.151  -9.647 1.91e-17 1.39e-17 8.86e-18 17.60 2213.24
F00458  43.152  -9.595 1.97e-17 1.63e-17 8.37e-18 16.74 2213.25
