name x y flux0 flux1 flux2 width rv
F06394 -18.713 -19.824 2.60e-17 1.98e-17 1.33e-17 19.86 1587.11
F06386 -18.590 -19.730 3.35e-17 2.93e-17 2.31e-17 23.33 1587.27
F06019 -16.196 -24.458 4.42e-17 3.34e-17 2.10e-17 24.17 1581.23
F06008 -15.915 -24.351 1.56e-17 1.29e-17 9.48e-18 16.62 1581.21
F06010 -15.868 -24.301 2.36e-17 1.83e-17 1.23e-17 19.31 1581.32
F06013 -15.782 -24.251 3.69e-17 2.26e-17 9.98e-18 22.38 1581.35
F05989 -15.754 -24.379 4.37e-17 3.28e-17 1.99e-17 20.99 1581.35
F06014 -15.724 -24.375 5.05e-17 3.23e-17 2.48e-17 28.17 1581.12
F06016 -15.723 -24.436 3.14e-17 2.44e-17 1.64e-17 17.85 1581.36
F05995 -15.723 -24.338 2.13e-17 1.95e-17 1.10e-17 17.73 1581.27
F06000 -15.704 -24.343 3.09e-17 3.18e-17 2.03e-17 24.41 1581.43
F06017 -15.703 -24.431 4.08e-17 2.55e-17 1.58e-17 18.18 1581.14
F05988 -15.698 -24.354 2.28e-17 2.06e-17 1.72e-17 19.16 1581.03
F05991 -15.692 -24.464 4.29e-17 3.15e-17 1.37e-17 22.21 1581.17
F05996 -15.692 -24.358 2.20e-17 1.50e-17 1.24e-17 24.57 1581.12
F05987 -15.691 -24.290 4.42e-17 3.52e-17 2.13e-17 18.46 1581.29
F05992 -15.690 -24.384 1.47e-17 1.23e-17 7.62e-18 23.08 1581.16
F06012 -15.686 -24.357 1.54e-17 1.52e-17 1.30e-17 22.34 1581.29
F06005 -15.668 -24.347 2.24e-17 2.02e-17 1.41e-17 17.57 1581.41
F06015 -15.664 -24.371 3.35e-17 1.77e-17 1.45e-17 23.17 1581.16
F06011 -15.659 -24.460 3.92e-17 2.13e-17 1.42e-17 25.83 1581.16
F06009 -15.657 -24.437 3.39e-17 2.80e-17 2.14e-17 22.31 1581.15
F05999 -15.651 -24.340 3.74e-17 2.39e-17 1.94e-17 21.64 1581.31
F06006 -15.648 -24.358 2.16e-17 2.07e-17 1.38e-17 19.92 1581.35
F06007 -15.647 -24.296 2.61e-17 1.83e-17 1.39e-17 15.95 1581.24
F05993 -15.643 -24.285 3.37e-17 2.62e-17 1.71e-17 17.38 1581.22
F05997 -15.636 -24.285 3.47e-17 1.75e-17 1.37e-17 20.88 1581.26
F05990 -15.601 -24.494 2.99e-17 3.01e-17 1.48e-17 20.24 1581.19
F06003 -15.577 -24.355 1.51e-17 1.18e-17 7.92e-18 20.74 1581.34
F06001 -15.555 -24.309 1.85e-17 1.12e-17 9.60e-18 22.17 1581.10
F05994 -15.440 -24.531 4.48e-17 2.68e-17 1.46e-17 17.69 1581.20
